"","stX","stY","angle","disALL","travelDIS","travelANG","Dur","meanCur","meanCur2","sdCur","sdCur2","S","endX","endY","mark","noperson","noslide"
"1",186,257,10.5844701877604,100.972794695453,101.842425077548,47.9290046049378,97,0.557483830337161,0.0269965086698848,0.46309221874838,0.0269578559773987,0.991461020479108,86.74524,275.54718,1,1,1
"2",267,182,2.18892197455456,140.803401434484,142.268148081048,7.69159409309866,107,0.128419228225233,0.010025224194589,0.481152701669582,0.0281165196506692,0.989704324781616,126.29934,187.37793,1,1,2
"6",252,201,16.3209637306194,94.3000530222544,95.0194644417195,56.0550059251832,98,0.546999434372578,0.0229940502817548,0.311421227433584,0.014570334179463,0.992428799470804,161.5,227.5,1,1,6
"7",255,187,2.46811791382854,116.10770861575,116.18896976385,21.0717732152185,107,0.846120358268532,0.265497527856316,1.6822441235077,0.585492851161523,0.999300612198692,139,192,1,1,7
"9",206,165,11.7597830265735,137.383587083756,138.261248500869,71.3594551183202,126,0.563492707341859,0.029211552637228,0.425833636220718,0.0301654598463797,0.993652151802262,71.5,193,1,1,9
"10",298,186,-6.11120244972848,148.764003754457,153.00737937839,-81.201805797688,159,-1.1994747802544,-0.1676447017847,3.16549365971939,0.472822882529897,0.972266856401489,150.0814,170.16281,1,1,10
"11",267,206,14.0362434679265,173.170436275942,174.17833107415,124.777316461658,128,2.1827850585259,0.602081125173616,3.63956416834206,1.45102197097617,0.994213431762767,99,248,1,1,11
"12",279,186,3.57633437499735,192.374634502577,193.505594757818,22.6180734178386,137,0.238377308471858,0.041483737850408,0.450042787847836,0.103956740106397,0.994155413146286,87,198,1,1,12
"15",299,188,3.2341214463542,179.133267734167,179.798264129477,27.1417940610197,150,0.216594372173078,0.0106455054171844,0.283125985866063,0.0146589149196373,0.996301430391838,120.15203,198.106,1,1,15
"16",294,163,-0.196217655893921,146.000856161873,147.803414236085,-6.06257821017381,129,-0.0807406443677079,-0.00552917464427308,0.303376634971666,0.0129138474058293,0.98780435429365,148,162.5,1,1,16
"19",235,215,-2.66300076606714,86.0929730001235,86.7300886521979,-55.1078593414918,116,-6.84063755004051,-5.58226143861735,14.5114967353395,12.4132079029051,0.992654041267855,149,211,1,1,19
"20",287,185,-11.6047623563788,114.337220536446,114.831184055403,-65.4239340669648,127,-0.748365067373947,-0.0906339209700878,0.664716023118778,0.167376065457362,0.995698350382606,175,162,1,1,20
"21",271,194,0.806929455102374,142.014083808614,144.038120839543,-2.67360663401739,105,-0.0706865711986108,-0.00455100397394769,0.425210447250254,0.0168278751959833,0.985947907268356,129,196,1,1,21
"22",250,155,-10.6196552761551,122.091154470748,125.348480712048,-67.3890222654804,117,-0.616149967585674,-0.0363719722364519,0.867713691324038,0.0582097689034323,0.974013835486506,130,132.5,1,1,22
"23",286,169,-0.497409218889755,160.514768736552,162.935325069108,-1.24043291696145,126,-0.00238744580437469,-1.00870517909723e-05,0.386702714845102,0.0141683845491527,0.985144066631779,125.49128,167.60652,1,1,23
"24",288,195,-15.4221613187387,150.416089564913,152.159125195277,-127.356075869882,138,-8.29812680984497,-15.3157621492804,19.8540791479037,40.4098241513466,0.98854465265802,143,155,1,1,24
"25",257,164,0.716159945470409,120.009374633818,121.80991565642,-10.6514435534664,117,-0.206549917831581,-0.0143629645159066,0.47275813821746,0.0258737391962372,0.985218436340755,137,165.5,1,1,25
